hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,score_1,score_2,score_3,score_4,score_5,score_6,score_7,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,trans_7,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,zscore_7,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
750939afeb6c43a9e565fddcd894d591,LAZAR ĐUKIĆ,RS,27,2.0,3.0,3.0,5.0,12.0,4.0,9.0,22:34.66,50 rep,13:17.76,280.0 lb,03:14.65,10:39.74,04:22.69,-1354.66,50.0,-797.76,280.0,-194.65,-639.74,-262.69,1.4787655808584526,1.2671149139595699,0.4194049535751839,1.237705495510554,0.8073337671951631,0.6288382048204912,0.9334140719623333,1.0,0.910117281224397,1.877628279493218
3ae7ef0bda6ff702df163f8c6cb27b69,HENRIK HAAPALAINEN,FI,28,3.0,8.0,11.0,9.0,10.0,8.0,3.0,22:37.81,47 rep,14:34.69,275.0 lb,03:13.88,11:18.01,04:14.34,-1357.81,47.0,-874.69,275.0,-193.88,-678.01,-254.34,1.4490690975848823,1.0418840888663936,0.40832665890951364,0.8767080593199763,0.863876503748983,0.5582968652443719,1.2898562129533253,1.0,0.910117281224397,1.836976922171175
d58a51bce9ee27e535a527c3ecca22da,MORITZ FIEBIG,DE,28,8.0,5.0,8.0,4.0,8.0,36.0,4.0,23:21.85,49 rep,14:27.09,280.0 lb,03:13.26,14:35.09,04:15.75,-1401.85,49.0,-867.09,280.0,-193.26,-875.09,-255.75,1.033883979055332,1.1920379722618446,0.4094210959231506,1.237705495510554,0.9094044214936168,0.19502832059682584,1.229666581959637,1.0,0.910117281224397,1.7968526907673916
35de9a7838069980a88a3a866ec96422,JELLE HOSTE,BE,28,1.0,15.0,33.0,8.0,1.0,16.0,1.0,22:05.34,41 rep,CAP+10,275.0 lb,02:56.25,12:23.57,04:06.87,-1325.34,41.0,-7513.689925925924,275.0,-176.25,-743.57,-246.87,1.7551785616778552,0.5914224386800411,-0.5477216637834608,0.8767080593199763,2.1584848744552554,0.43745311759319916,1.6087331941752072,1.0,0.910117281224397,1.8930113643841215
afdd6862e924be00fbe369bb0eeb357e,JONNE KOSKI,FI,28,15.0,1.0,18.0,11.0,15.0,2.0,8.0,24:07.91,57 rep,15:15.33,275.0 lb,03:17.35,09:39.70,04:18.82,-1447.91,57.0,-915.33,275.0,-197.35,-579.7,-258.82,0.599655401410664,1.792653505843648,0.40247430098396003,0.8767080593199763,0.6090670286298244,0.7395071890940789,1.0986153995833083,1.0,0.910117281224397,1.7842145504908913
6e26ff264682e241d9c5bf995f6f922c,ULDIS UPENIEKS,LV,25,11.0,13.0,26.0,20.0,5.0,6.0,5.0,23:39.02,42 rep,16:37.95,265.0 lb,03:10.80,11:06.76,04:15.93,-1419.02,42.0,-997.95,265.0,-190.8,-666.76,-255.93,0.8720145765768484,0.6664993803777665,0.3905766186067641,0.1547131869388208,1.090047449964258,0.5790334753889066,1.2219827992795913,1.0,0.910117281224397,1.620812636529105
13e83eb644517bdadaa194b14f15388b,DAVID SHORUNKE,GB,33,4.0,37.0,1.0,19.0,4.0,15.0,13.0,22:46.98,28 rep,12:26.68,265.0 lb,03:10.79,12:22.74,04:25.76,-1366.98,28.0,-746.68,265.0,-190.79,-742.74,-265.76,1.3626193351662628,-0.3845778033903895,0.42676072234578627,0.1547131869388208,1.090781771218205,0.43898301860830713,0.8023628895860047,1.0,0.910117281224397,1.466066298434825
30f86cd8d7107ab523c380e9fdd70b94,BJÖRGVIN KARL GUÐMUNDSSON,IS,30,6.0,25.0,25.0,3.0,11.0,3.0,16.0,22:57.45,37 rep,16:32.19,285.0 lb,03:14.64,10:06.81,04:33.69,-1377.45,37.0,-992.19,285.0,-194.64,-606.81,-273.69,1.2639138812379156,0.29111467188913936,0.3914060866592048,1.5987029317011319,0.8080680884491103,0.6895365667813381,0.46384957484845113,1.0,0.910117281224397,1.6967732528767243
903523a901d5560f3b2d8c183ee82499,BRONISLAW OLENKOWICZ,PL,34,17.0,14.0,2.0,1.0,36.0,14.0,21.0,24:21.58,41 rep,13:13.08,295.0 lb,03:30.01,11:59.63,04:38.69,-1461.58,41.0,-793.08,295.0,-210.01,-719.63,-278.69,0.470782091458373,0.5914224386800411,0.42007889636779194,2.3206978040822874,-0.32058367886543404,0.481580623980769,0.2504111670694138,1.0,0.910117281224397,1.5121729016205743
0ca5bf66985f7cdecc42d323df3860c4,MICHAL WESOLOWSKI,PL,30,24.0,18.0,5.0,18.0,3.0,29.0,14.0,24:48.87,40 rep,13:56.71,265.0 lb,03:10.01,13:18.27,04:27.99,-1488.87,40.0,-836.71,265.0,-190.01,-798.27,-267.99,0.21350684430416264,0.5163454969823157,0.4137959638802943,0.1547131869388208,1.14805882902597,0.336627110934884,0.7071693597165533,1.0,0.910117281224397,1.40871968005054
12e0349cd8fcaa6d394612e02b5188ec,FABIAN BENEITO,ES,27,30.0,11.0,32.0,10.0,13.0,5.0,12.0,24:59.10,43 rep,CAP+9,275.0 lb,03:14.76,11:01.00,04:25.57,-1499.1,43.0,-8348.544362139915,275.0,-194.76,-661.0,-265.57,0.1170639795776115,0.741576322075492,-0.6679447685192025,0.8767080593199763,0.7992562334017616,0.5896506197829083,0.810473549081608,1.0,0.910117281224397,1.376800709041562
028599aa91a6c7d30fd72cf29dacb03d,COLIN BOSSHARD,CH,22,19.0,10.0,38.0,23.0,19.0,9.0,6.0,24:32.30,43 rep,CAP+15,265.0 lb,03:19.45,11:27.83,04:17.91,-1472.3,43.0,-5009.12661728395,265.0,-199.45,-687.83,-257.91,0.3697197737781551,0.741576322075492,-0.18705234957623487,0.1547131869388208,0.45485956530122745,0.540196108655987,1.1374611897990918,1.0,0.910117281224397,1.368899252220474
a606e42f37cdd515f0ae5e8ff93619e5,VICTOR HOFFER,FR,20,53.0,5.0,23.0,26.0,33.0,1.0,2.0,28:07.98,49 rep,16:30.01,265.0 lb,03:27.92,09:34.11,04:13.48,-1687.98,49.0,-990.01,265.0,-207.92,-574.11,-253.48,-1.6635937222357762,1.1920379722618446,0.3917200172762744,0.1547131869388208,-0.16711053679078208,0.7498109802681188,1.3265676190913205,1.0,0.910117281224397,1.193566640768657
