hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,trans_7,trans_8,trans_9,trans_10,trans_11,trans_12,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,zscore_7,zscore_8,zscore_9,zscore_10,zscore_11,zscore_12,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
c25e32476639ed4cd743d1069658dfd0,JEFFREY ADLER,CA,29,2.0,25.0,15.0,8.0,8.0,1.0,2.0,7.0,4.0,1.0,7.0,5.0,7 rep,17:59.34,05:57.78,14:33.78,04:59.86,07:56.58,16:46.48,07:57.16,642 lb,07:28.70,08:38.44,07:09.74,7.0,-1079.34,-357.78,-873.78,-299.86,-476.58,-1006.48,-477.16,642.0,-448.7,-518.44,-429.74,0.28867513459481187,0.4102839888996563,0.4320582536117313,0.4942261845789058,0.37815983913314155,1.667426627611002,1.0212920651668385,0.8795574853156817,0.5035878955083899,1.4507749764894644,0.4004492885121985,0.8051999706687599,1.0,,
46678b2b4d558eede9f0f42778a3e5f8,PATRICK VELLNER,CA,33,27.0,6.0,6.0,27.0,6.0,6.0,10.0,1.0,12.0,5.0,2.0,11.0,7 rep,15:36.50,04:48.38,CAP+1,04:55.13,08:16.52,17:29.52,07:21.36,623 lb,07:55.62,07:49.95,07:46.27,7.0,-936.5,-288.38,-30659.799999999996,-295.13,-496.52,-1049.52,-441.36,623.0,-475.62,-469.95,-466.27,0.28867513459481187,0.46360872571661577,0.45683656057840644,-2.320622509727392,0.3888587015313971,0.8919076529347277,0.5271092256157089,2.119655600483447,0.2764952527553976,0.6927960853279627,1.4412267982917242,0.0313318097455625,1.0,,
15a40ee6a1f992312986a3165f6616d6,ROMAN KHRENNIKOV,US,28,4.0,1.0,5.0,1.0,9.0,5.0,3.0,17.0,16.0,4.0,20.0,20.0,7 rep,14:28.77,04:40.23,12:34.59,05:00.83,08:13.25,16:57.08,08:24.09,617 lb,07:52.68,CAP+115,CAP+98,7.0,-868.77,-280.23,-754.59,-300.83,-493.25,-1017.08,-504.09,617.0,-472.68,-660.0,-600.0,0.28867513459481187,0.4888935508679226,0.4597464049844352,0.5054899189037457,0.3759657806709201,1.0190865419613777,0.899583466206755,-0.05328727003258209,0.2047817866228737,0.7755768409005782,-2.637959956371064,-2.8016654297906896,1.0,,
fe342be4ee71e457f7bf7c2863a88ca7,BRENT FIKOWSKI,CA,32,10.0,3.0,23.0,3.0,21.0,11.0,5.0,15.0,8.0,14.0,1.0,13.0,7 rep,15:04.80,CAP+1,13:21.91,05:29.54,08:21.42,17:07.96,08:20.39,629 lb,08:20.40,07:45.08,07:50.69,7.0,-904.8,-13020.0,-801.91,-329.54,-501.42,-1027.96,-500.39,629.0,-500.4,-465.08,-470.69,0.28867513459481187,0.4754429049178032,-4.088811689321596,0.5010180680081049,0.31102617402104377,0.7013337825278184,0.7746599231231981,0.07487929494285689,0.3482087188879215,-0.004927425926940129,1.5457552881375953,-0.062303483746924425,1.0,,
fec2751c5dae50a537fb671dbfeef28b,DALLIN PEPPER,US,21,8.0,13.0,17.0,4.0,29.0,18.0,25.0,5.0,8.0,7.0,5.0,1.0,7 rep,16:33.15,06:27.82,13:57.83,CAP,08:30.75,18:55.08,07:55.53,629 lb,07:56.62,08:17.85,06:44.79,7.0,-993.15,-387.82,-837.83,-360.0857142857143,-510.75,-1135.08,-475.53,629.0,-476.62,-497.85,-404.79,0.28867513459481187,0.4424602635163864,0.42133288846362005,0.49762354382865825,0.2419343359662269,0.33846557622242085,-0.4552858429715271,0.9360200531291878,0.3482087188879215,0.6646393657454402,0.8423880166285203,1.3337521364238594,1.0,,
afdd6862e924be00fbe369bb0eeb357e,JONNE KOSKI,FI,28,1.0,26.0,11.0,14.0,16.0,20.0,20.0,2.0,24.0,2.0,3.0,4.0,7 rep,CAP+1,05:13.49,15:55.07,05:19.54,08:34.95,18:14.71,07:45.38,582 lb,07:31.43,08:02.29,07:08.92,7.0,-9789.8652,-313.49,-955.07,-319.54,-514.95,-1094.71,-465.38,582.0,-451.43,-482.29,-428.92,0.28867513459481187,-2.841511473348268,0.44787138351885003,0.4865440890736937,0.3336453334253894,0.17511654444506938,0.008240207973618281,1.2876121165077572,-0.21354676581684903,1.3739071320291778,1.1763640540005433,0.8225712242126147,1.0,,
aa2cbe8a96a72134013b5539a90d9ca3,CHANDLER SMITH,US,30,17.0,15.0,7.0,9.0,7.0,7.0,7.0,12.0,10.0,9.0,19.0,12.0,7 rep,16:49.98,04:50.28,14:49.37,04:57.11,08:17.72,17:09.03,08:10.41,628 lb,08:10.53,10:17.87,07:49.73,7.0,-1009.98,-290.28,-889.37,-297.11,-497.72,-1029.03,-490.41,628.0,-490.53,-617.87,-469.73,0.28867513459481187,0.4361773223190367,0.4561581919438721,0.49275289304333864,0.38438010796933664,0.8452365009983402,0.7623742437942093,0.4205826242549866,0.33625647453250085,0.27297939635255547,-1.733691932304012,-0.041966406427289764,1.0,,
0287d5a67eceea7a80fe6562b59b0d8a,JAY CROUCH,AU,24,3.0,10.0,4.0,22.0,22.0,8.0,6.0,10.0,19.0,20.0,8.0,6.0,7 rep,16:17.00,04:27.72,CAP+1,05:33.46,08:18.36,17:08.62,08:03.51,610 lb,09:34.77,08:45.65,07:11.94,7.0,-977.0,-267.72,-30659.799999999996,-333.46,-498.36,-1028.62,-483.51,610.0,-574.77,-525.65,-431.94,0.28867513459481187,0.44848934850374217,0.4642129268886586,-2.320622509727392,0.3021594635345404,0.8203452199656018,0.7670818405464399,0.6595959481281044,0.12111607613492915,-2.0989426612791267,0.24569561052683475,0.7585941684779297,1.0,,
750939afeb6c43a9e565fddcd894d591,LAZAR ĐUKIĆ,RS,27,35.0,2.0,22.0,18.0,19.0,3.0,4.0,6.0,20.0,12.0,6.0,8.0,7 rep,14:44.74,06:34.03,17:36.78,05:27.54,08:08.12,17:02.63,07:56.38,607 lb,08:13.59,08:30.61,07:24.11,7.0,-884.74,-394.03,-1056.78,-327.54,-488.12,-1022.63,-476.38,607.0,-493.59,-510.61,-444.11,0.28867513459481187,0.48293166311262403,0.41911569413706307,0.47693225571368475,0.3155500059019129,1.2186057164894262,0.8358586809021837,0.9065763827969915,0.08525934306866721,0.18681983443003705,0.5685104949789693,0.500779344540472,1.0,,
35de9a7838069980a88a3a866ec96422,JELLE HOSTE,BE,28,6.0,30.0,21.0,12.0,4.0,14.0,1.0,11.0,28.0,3.0,17.0,7.0,7 rep,CAP+2,06:33.50,15:12.84,04:53.48,08:23.49,16:39.68,08:04.98,545 lb,07:47.90,09:26.73,07:17.49,7.0,-4894.9326,-393.5,-912.84,-293.48,-503.49,-999.68,-484.98,545.0,-467.9,-566.73,-437.49,0.28867513459481187,-1.0141452409780964,0.4193049232824858,0.4905349230407881,0.39259086283311406,0.6208260454375535,1.0993692795940622,0.608675718259483,-0.655779806967413,0.9101659605050358,-0.6360354701442913,0.6410204402237891,1.0,,
