hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,score_1,score_2,score_3,score_4,score_5,score_6,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
028599aa91a6c7d30fd72cf29dacb03d,COLIN BOSSHARD,CH,,7,3,1,1,1,1,13:21,110,06:40,58,08:33,01:40,-801.0,110.0,-400.0,58.0,-513.0,-100.0,0.03263376665824188,0.6576670522058206,1.3623866570697405,1.3600489896682286,1.539109089882323,1.4619753649743994,0.5773502691896257,0.887566483262468,1.5047366890892873
0999e832a6c53e3a7e93647725b40cef,ÁDÁM BAKSZA,HU,,1,6,6,3,5,2,12:50,102.5,08:52,54,09:53,01:53,-770.0,102.5,-532.0,54.0,-593.0,-113.0,1.0442805330637401,-0.1315334104411641,0.25500994627939244,1.0157327897522213,0.28780088672596255,0.9919255773898853,0.5773502691896257,0.887566483262468,1.2208146292979993
e065a3052a3f6570a901e122c7cf5813,FELIX REHDER,DE,,5,4,3,4,2,6,13:10,105,08:02,49,09:12,02:22,-790.0,105.0,-482.0,49.0,-552.0,-142.0,0.3916051998989025,0.1315334104411641,0.6744708215787667,0.5853375398572122,0.9290963408435973,-0.05664702568326183,0.5773502691896257,0.887566483262468,1.14308211010711
fd9ecdea6bc27d065c90ee5646fd6a05,JÓZSEF VIDA-SZÜCS,HU,,8,4,5,2,3,4,13:32,105,08:17,56,09:30,01:56,-812.0,105.0,-497.0,56.0,-570.0,-116.0,-0.32633766658241875,0.1315334104411641,0.5486325589889545,1.187890889710225,0.6475519951334162,0.8834525494857666,0.5773502691896257,0.887566483262468,1.1832394627298939
831c8474a8e06a989c038b1f1c68c4a9,ATCHER BAPTISTE,FR,,3,8,4,10,4,3,12:57,97.5,08:05,24,09:41,01:55,-777.0,97.5,-485.0,24.0,-581.0,-115.0,0.815844166456047,-0.6576670522058206,0.6493031690608042,-1.5666387096178336,0.4754971171994166,0.9196102254538061,0.5773502691896257,0.887566483262468,0.9487606962697107
526d44caff586fb0800e31abd73822a1,KORNÉL HAJÓS,HU,,6,6,2,5,8,8,13:16,102.5,07:48,46,11:26,02:49,-796.0,102.5,-468.0,46.0,-686.0,-169.0,0.19580259994945126,-0.1315334104411641,0.7919198666625915,0.3271003899202067,-1.1668448994433065,-1.0329042768203298,0.5773502691896257,0.887566483262468,0.789757600123212
274ae6d0384ac3db034f63df68255de5,ERIC ZUCHOLD,DE,,10,1,8,7,7,5,14:22,120,11:43,36,10:11,02:18,-862.0,120.0,-703.0,36.0,-611.0,-138.0,-1.9580259994945126,1.7099343357351333,-1.1795462472444673,-0.5336901098698116,0.0062565410157814465,0.0879836781888964,0.5773502691896257,0.887566483262468,0.7079058757800926
70996c6c811dd03cddfda81bca0e1853,IVÁN RIBALLO,ES,,2,10,7,6,9,9,12:52,85,09:20,40,11:35,02:55,-772.0,85.0,-560.0,40.0,-695.0,-175.0,0.9790129997472563,-1.9730011566174617,0.020111856111742904,-0.18937390995380426,-1.307617072298397,-1.2498503326285673,0.5773502691896257,0.887566483262468,0.5295402637678193
d73b3bafd09bd9c74dad325e0fcb957a,ISAAC VIDE CHAO,ES,,4,9,10,8,5,7,13:06,95,CAP +146,32,09:53,02:33,-786.0,95.0,-756.0984589041096,32.0,-593.0,-153.0,0.5221402665318701,-0.9207338730881487,-1.6250007682237808,-0.878006309785819,0.28780088672596255,-0.45438146133169693,0.5773502691896257,0.887566483262468,0.5923306039449188
c1ae281e29a03de74d8bc1487c436894,MATTIA GAMBERONI,IT,,9,2,9,9,10,10,14:14,115,CAP +149,27,CAP +116,CAP +15,-854.0,115.0,-740.875,27.0,-720.0,-183.33333333333334,-1.6969558662285777,1.183800693970477,-1.4972878602837434,-1.308401559680828,-1.6986508857847598,-1.5511642990288972,0.5773502691896257,0.887566483262468,0.2554969015146361
