hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,score_1,score_2,score_3,score_4,score_5,score_6,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
d55a06ff7b9062b69ad8efcee93fb647,TONY KURZ,US,,4,1,3,2,1,1,1520,CAP +303,304,245,02:09,13:58,1520.0,303.0,304.0,245.0,-129.0,-838.0,1.1205867729734371,1.6137233365485688,1.2096527480177812,1.0256768851857758,1.7417189090219871,2.1542225743644745,0.9309493362512627,0.8030407263058932,2.1786085526276673
4c08da0b6084919166c5f5b8ea7e1061,NICK DESCHENES,CA,,2,7,4,1,2,6,1600,CAP +235,267,255,02:16,CAP +2645,1600.0,235.0,267.0,255.0,-136.0,-1120.2907372400755,1.6151381177187691,0.8927066928746062,0.8469077531321497,1.242486633273826,1.6059278855616583,1.2731417768931022,0.9309493362512627,0.8030407263058932,1.9630515213589332
a52a5966a4266fc96fa4289e03b9718f,ANDREA DI SALVATORE,IT,,3,7,7,6,3,3,1521,CAP +235,261,225,02:25,CAP +3267,1521.0,235.0,261.0,225.0,-145.0,-907.0,1.1267686647827537,0.8927066928746062,0.7880842404479933,0.5920573890096756,1.43133942682695,1.938861009121823,0.9309493362512627,0.8030407263058932,1.8534335657298067
0244adce1d90cb2ee20f6dc24fab3561,EGIL OVERLAND,NO,,5,4,10,4,5,5,1518,CAP +236,247,230,02:40,CAP +2686,1518.0,236.0,247.0,230.0,-160.0,-1103.1902457185406,1.108222989354804,0.9033098788109881,0.650829377518295,0.7004622630537006,1.1403586622691024,1.326515525016239,0.9309493362512627,0.8030407263058932,1.7075664149071572
6fcd9e860ac27d8cf0bdfaf16a6c3721,KARL CORNELIUSSON,SE,,1,7,6,10,12,2,1624,CAP +235,264,210,03:38,14:44,1624.0,235.0,264.0,210.0,-218.0,-884.0,1.7635035211423689,0.8927066928746062,0.8174959967900716,0.26684276687760045,0.015233039312092817,2.01064819753604,0.9309493362512627,0.8030407263058932,1.6977497897656464
aa908822a3afc3b8bbfc1b3a4792a684,PEKKA HAATAJA,FI,,6,2,5,10,7,12,1422,CAP +292,265,210,02:45,CAP +1706,1422.0,292.0,265.0,210.0,-165.0,-1736.9103165298945,0.5147613756604054,1.497088291248369,0.8272999155707643,0.26684276687760045,1.0433650740831535,-0.6514402195579219,0.9309493362512627,0.8030407263058932,1.3457713428419207
ec2a321554b098255a57e345c0310443,JEAN-FRANÇOIS BACARDATZ,FR,,17,4,2,8,11,12,1220,CAP +236,305,215,03:32,CAP +1706,1220.0,236.0,305.0,215.0,-212.0,-1736.9103165298945,-0.733980769821558,0.9033098788109881,1.2194566667984739,0.3752476409216255,0.13162534513523175,-0.6514402195579219,0.9309493362512627,0.8030407263058932,0.9960914639881343
f8eeabc8b281a3a185803b342097aa1b,SZABOLCS VADICSKU,HU,,14,3,8,10,8,8,1400,CAP +246,260,210,03:05,CAP +2060,1400.0,246.0,260.0,210.0,-185.0,-1438.4315533980582,0.3787597558554391,1.009341738174806,0.7782803216673005,0.26684276687760045,0.6553907213393569,0.28016635464154016,0.9309493362512627,0.8030407263058932,1.3257349011405892
d38f16b5e8b9976e6bcd8eb5522e9aac,NICK DUSOE,US,,11,19,18,2,4,11,1418,CAP +130,143,245,02:38,CAP +1720,1418.0,130.0,143.0,245.0,-158.0,-1722.7726744186045,0.4900338084231388,-0.22062783044548304,-0.36877817567374993,1.0256768851857758,1.1791560975434823,-0.6073140639937502,0.9309493362512627,0.8030407263058932,1.0354905088990012
515098d3e84a8aaac489678a4a32eb41,JAN ERIK FLÅT,NO,,11,12,9,13,10,4,1418,CAP +133,259,205,03:18,CAP +2954,1418.0,133.0,259.0,205.0,-198.0,-1003.1039268788085,0.4900338084231388,-0.18881827263633763,0.7684764028866078,0.15843789283357537,0.4032073920558893,1.6389031523307287,0.9309493362512627,0.8030407263058932,1.310445410859265
0f50b2a0098e40bf3d695675d8e536e2,DANIEL CARLSSON,SE,,6,4,11,16,14,10,1422,CAP +236,236,200,03:47,CAP +1807,1422.0,236.0,236.0,200.0,-227.0,-1639.8278915329277,0.5147613756604054,0.9033098788109881,0.5429862709306749,0.05003301878955031,-0.15935541942261558,-0.3484282919506885,0.9309493362512627,0.8030407263058932,1.0362911426715928
