hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,score_1,score_2,score_3,score_4,score_5,score_6,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
ea7d135ccf2fe813de23a04ce4070a98,MARCO WISSNER,DE,,3,1,6,1,3,2,1512,13:21,196,200,02:07,CAP +2762,1512.0,-801.0,196.0,200.0,-127.0,2762.0,1.3681460537064172,1.1757946441993197,0.4671410517321219,1.6529194950580195,1.2762943627774712,1.2718642392370916,0.6055300708194983,0.9019256624623457,1.6297889395856981
582ff5b11354249a382c972920919c5b,ANDREW DENHAM,US,,6,4,7,3,1,5,1220,14:28,195,185,02:05,CAP +2431,1220.0,-868.0,195.0,185.0,-125.0,2431.0,-0.588436815619055,0.8155776244792698,0.4532905084193096,0.5833833511969483,1.4331573570853167,0.5311640320934177,0.6055300708194983,0.9019256624623457,1.227714571730168
56f1cb1c962795d8a2ab9210b0b4ee0d,KLAUS WERNER,DE,,1,3,3,10,5,6,1515,14:11,203,155,02:22,CAP +2209,1515.0,-851.0,203.0,155.0,-142.0,2209.0,1.388247932500857,0.9069759727664466,0.5640948549218076,-1.555688936525194,0.09982190546862958,0.03438020736261519,0.6055300708194983,0.9019256624623457,1.0470340748510876
185a794dd439d754427926f9d19e2161,DAVE BULLAMORE,US,,5,6,4,5,6,1,1325,CAP +290,200,175,02:27,CAP +2770,1325.0,-974.4827586206897,200.0,175.0,-147.0,2770.0,0.11512894218633736,0.2430865504208478,0.5225432249833709,-0.1296407447104325,-0.2923355803009843,1.2897663590472106,0.6055300708194983,0.9019256624623457,1.078392137362954
db2a92f01f62b96b0e08368954a5b4af,LARS FRÖBERG,SE,,2,10,4,5,8,4,1514,CAP +216,200,175,02:28,CAP +2638,1514.0,-1308.3333333333333,200.0,175.0,-148.0,2638.0,1.3815473062360437,-1.5518188086062317,0.5225432249833709,-0.1296407447104325,-0.37076707745490706,0.994381382180247,0.6055300708194983,0.9019256624623457,0.9873301567824214
58209f9e4aeae4c83d8447a89181c2f6,MIKE COOK,US,,11,5,1,5,10,3,1115,CAP +314,259,175,02:40,CAP +2653,1115.0,-900.0,259.0,175.0,-160.0,2653.0,-1.2920025734244476,0.6435336747622311,1.3397252804392932,-0.1296407447104325,-1.3119450433019804,1.0279478568242202,0.6055300708194983,0.9019256624623457,0.9299433824699934
abf6789ccbeb54a78dbe5f7a78769543,KIM NYSTROM,FI,,7,7,9,1,2,8,1219,CAP +289,129,200,02:06,CAP +1706,1219.0,-977.8546712802768,129.0,200.0,-126.0,1706.0,-0.5951374418838683,0.22495788879408996,-0.46084535022629836,1.6529194950580195,1.3547258599313938,-1.0912155756986175,0.6055300708194983,0.9019256624623457,1.0114665443651458
e6886dc20952d6df3918d1dec1cd16e8,NICKLAS WERNER,SE,,8,2,2,9,11,7,1218,14:00,206,170,02:45,CAP +1851,1218.0,-840.0,206.0,170.0,-165.0,1851.0,-0.6018380681486816,0.9661160804816787,0.6056464848602443,-0.4861527926641229,-1.704102529071594,-0.7667396541402104,0.6055300708194983,0.9019256624623457,0.7013871745156689
f6e37a621bbb6bb28805e4649f0054fd,BENGT MEULLER,SE,,4,9,10,10,4,10,1416,CAP +231,55,155,02:18,CAP +1703,1416.0,-1223.3766233766232,55.0,155.0,-138.0,1703.0,0.7248859322843442,-1.0950598106088172,-1.4857855553744044,-1.555688936525194,0.4135478940843207,-1.097928870627412,0.6055300708194983,0.9019256624623457,0.48854750572456856
b94ad886cf2a51971063818f9aa83842,RAYMOND SARLIN,FR,,9,8,8,5,6,9,1215,CAP +244,142,175,02:27,CAP +1704,1215.0,-1158.1967213114754,142.0,175.0,-147.0,1704.0,-0.6219399469431214,-0.7446283170632605,-0.2807882871597392,-0.1296407447104325,-0.2923355803009843,-1.0956911056511471,0.6055300708194983,0.9019256624623457,0.5825061298186567
a1075928ddf84fc1ec2f7bed44dcf093,NORBERT PEREZ,FR,,10,11,11,4,9,10,1117,CAP +215,0,180,02:31,CAP +1703,1117.0,-1314.418604651163,0.0,180.0,-151.0,1703.0,-1.278601320894821,-1.5845354996255825,-2.2475654375790777,0.2268713032432579,-0.6060615689166753,-1.097928870627412,0.6055300708194983,0.9019256624623457,0.2370716698794415
