hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,score_1,score_2,score_3,score_4,score_5,score_6,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
9c34c387335cc370fd55263bfdb36b54,CLAY HAMILTON,US,,2,6,1,4,2,7,1501,CAP +288,264,205,01:57,CAP +2267,1501.0,-1056.1203703703704,264.0,205.0,-117.0,2267.0,1.3115319955589668,0.39311047280804784,1.4123538349513203,0.5843487097907776,1.0052565783259737,0.34235114354831025,0.7071067811865476,0.8255141828236494,1.4205389689565036
84aa6ce5b0aae7656848e1f8f7cfe2cb,PERTTI KIISKINEN,FI,,12,10,3,1,3,1,1216,CAP +258,205,225,01:59,CAP +3039,1216.0,-1178.9250645994832,205.0,225.0,-119.0,3039.0,-0.6682700104490079,0.1514185941959539,0.5098750306683468,1.4191325809204598,0.9095178565806429,2.1209183226821975,0.7071067811865476,0.8255141828236494,1.3490787151780348
cdba65bef993ab0b8de3972cf772e2fe,DANIEL ERIKSSON,SE,,4,1,4,6,6,3,1419,12:56,204,200,02:11,CAP +2578,1419.0,-776.0,204.0,200.0,-131.0,2578.0,0.7419047517250934,0.9444152822644306,0.4945787797482964,0.375652742008357,0.3350855261086579,1.0588464708936975,0.7071067811865476,0.8255141828236494,1.291083134342718
8ec1b7a0f624c1d361dd4439ed1e0eff,TERO TIENSUU,FI,,1,4,7,6,5,4,1503,CAP +334,200,200,02:04,CAP +2515,1503.0,-910.6666666666666,200.0,200.0,-124.0,2515.0,1.325425342969549,0.6793778595713547,0.4333937760680948,0.375652742008357,0.6701710522173158,0.9137043306275902,0.7071067811865476,0.8255141828236494,1.343791056565729
db7ff5395ed1a18e96abf8628cadd783,MARTIN KÜNOLD,DE,,7,4,5,4,8,2,1402,CAP +334,203,205,02:16,CAP +2624,1402.0,-910.6666666666666,203.0,205.0,-136.0,2624.0,0.6238112987351441,0.6793778595713547,0.479282528828246,0.5843487097907776,0.09573872174533082,1.1648232717229188,0.7071067811865476,0.8255141828236494,1.2530052971910002
cafe641d6a4942afa6984b0cb2960cff,CHRIS EXARHOS,US,,5,7,9,1,4,6,1415,CAP +287,195,225,02:01,CAP +2292,1415.0,-1059.800232288037,195.0,225.0,-121.0,2292.0,0.7141180569039288,0.38586813776949774,0.3569125214678428,1.4191325809204598,0.8137791348353121,0.3999472309554957,0.7071067811865476,0.8255141828236494,1.307496745625762
414a28d79a622584df58f94cc882b921,MINOR ALONSO SANCHEZ,CR,,3,2,8,9,10,5,1420,12:57,197,190,02:19,CAP +2442,1420.0,-777.0,197.0,190.0,-139.0,2442.0,0.7488514254303845,0.9424471825909672,0.3875050233079436,-0.04173919355648411,-0.04786936087266541,0.7455237553986086,0.7071067811865476,0.8255141828236494,1.1478038879831505
7f0f1a66341c1e8ff75f4e09b5c5706a,ROBERT KREFT,SE,,13,8,12,1,1,11,1118,CAP +280,142,225,01:54,CAP +1705,1118.0,-1086.2952380952381,142.0,225.0,-114.0,1705.0,-1.3490440335675395,0.3337233254919334,-0.45378877729482836,1.4191325809204598,1.1488646609439699,-0.9524089013652192,0.7071067811865476,0.8255141828236494,0.8427768814506493
284d1efabbdbeb24b28f2b0bf3001638,RYANN ROBERTS,US,,14,11,2,8,6,8,1116,CAP +216,259,195,02:11,CAP +2084,1116.0,-1408.1604938271605,259.0,195.0,-131.0,2084.0,-1.362937380978122,-0.29973957921328837,1.3358725803510685,0.16695677422593644,0.3350855261086579,-0.07925221627228743,0.7071067811865476,0.8255141828236494,0.8368262065490357
79a97534c6863d7aa303264383cbcc7f,ALEXIS KIPPER,FR,,6,3,6,13,14,14,1414,14:37,201,160,03:02,CAP +1704,1414.0,-877.0,201.0,160.0,-182.0,1704.0,0.7071713831986377,0.7456372152446236,0.4486900269881452,-1.2939150002510076,-2.1062518783972783,-0.9547127448615066,0.7071067811865476,0.8255141828236494,0.5363804593944081
