hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,score_1,score_2,score_3,score_4,score_5,score_6,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
def1e6305ef97798f26293f7e07c07e3,RODRIGO FRANCO MEDINA,MX,,1,1,3,12,2,3,1801,CAP +364,305,250,02:02,14:07,1801.0,364.0,305.0,250.0,-122.0,-847.0,1.9481701558076168,1.9821993149297437,0.8583445727586906,0.11201887785765935,0.9093050187749915,1.071219823664327,1.0,0.8249047636863078,1.9717810576518127
55ff9ce1c1fa1c015cf29ba443b24c19,MARC JERSCH,DE,,3,4,6,17,7,1,1720,CAP +288,303,245,02:10,13:44,1720.0,288.0,303.0,245.0,-130.0,-824.0,1.5187385993297042,1.068447912171997,0.8308188248348416,-0.06485303454917173,0.6479478876300838,1.1367633272264939,1.0,0.8249047636863078,1.6812153497936326
5eb7cd29b4dff4b1e4b47821bd205b1b,PIERRE REHFELD,DE,,14,10,11,2,2,8,1417,CAP +236,250,290,02:02,CAP +3262,1417.0,236.0,250.0,290.0,-122.0,-905.1428571428571,-0.08765351934693179,0.4432495839693281,0.10138650485284383,1.526994177112308,0.9093050187749915,0.9055291034792228,1.0,0.8249047636863078,1.4580399084932683
29a1d910c820519d7bd0803856bd499b,OMAR TAPIA,US,,11,3,14,10,4,4,1516,CAP +312,248,255,02:05,14:12,1516.0,312.0,248.0,255.0,-125.0,-852.0,0.4372072719038503,1.357000986727075,0.07386075692899485,0.28889079026449044,0.8112960945956511,1.0569712359334213,1.0,0.8249047636863078,1.4957759530785548
6270fc471c526980c90ffc240db3ef28,JEFF NILSSON,SE,,6,6,1,12,11,9,1624,CAP +261,345,250,02:14,CAP +3244,1624.0,261.0,345.0,250.0,-134.0,-910.1652281134402,1.009782680541067,0.7438257032975343,1.40885953123567,0.11201887785765935,0.51726932205763,0.8912167648009212,1.0,0.8249047636863078,1.6054002436513881
99be8e7b422851ff375344942f76bfd7,MARCEL LAMÉE,DE,,13,11,9,3,5,5,1418,CAP +235,296,285,02:07,14:31,1418.0,235.0,296.0,285.0,-127.0,-871.0,-0.0823518951928835,0.43122653919619985,0.7344787071013702,1.350122264705477,0.7459568118094242,1.0028266025559793,1.0,0.8249047636863078,1.5219479353822356
7930a13b8d57632206f82a2163410dd1,MARTIN DEAN MADSEN,DK,,8,2,2,12,25,7,1620,CAP +313,342,250,02:48,14:55,1620.0,313.0,342.0,250.0,-168.0,-895.0,0.9885761839248739,1.3690240315002031,1.3675709093498967,0.11201887785765935,-0.5934984853082275,0.9344333814476316,1.0,0.8249047636863078,1.5212589134816472
831c8474a8e06a989c038b1f1c68c4a9,ATCHER BAPTISTE,FR,,5,11,3,8,15,14,1719,CAP +235,305,260,02:19,CAP +2815,1719.0,235.0,305.0,260.0,-139.0,-1048.8724689165185,1.513436975175656,0.43122653919619985,0.8583445727586906,0.46576270267132147,0.35392111509206275,0.49594030690201374,1.0,0.8249047636863078,1.5113434656522986
40effc2e966c0a228c23debf8eebcb4e,MARKUS ENOCKSSON,SE,,10,5,8,17,13,10,1522,CAP +265,299,245,02:15,CAP +3176,1522.0,265.0,299.0,245.0,-135.0,-929.6523929471033,0.4690170168281401,0.7919178823900472,0.7757673289871437,-0.06485303454917173,0.4845996806645166,0.8356838492491071,1.0,0.8249047636863078,1.3735935509479384
bdf90db3617f326102ade27cdf0b3fe1,COGEN  NELSON,US,,15,20,10,6,10,5,1415,CAP +133,279,265,02:13,14:31,1415.0,133.0,279.0,265.0,-133.0,-871.0,-0.0982567676550284,-0.7951240276628813,0.500509849748654,0.6426346150781526,0.5499389634507434,1.0028266025559793,1.0,0.8249047636863078,1.1253263029389111
1cc3b17efb62ac846574e347397a8e9e,OLIVIER DONAIS,CA,,9,7,26,17,16,2,1614,CAP +257,185,245,02:21,13:52,1614.0,257.0,185.0,245.0,-141.0,-832.0,0.956766439000584,0.6957335242050213,-0.7932003026722478,-0.06485303454917173,0.28858183230583584,1.1139655868570446,1.0,0.8249047636863078,1.1910704378774855
01278cdf8272f11d6e44c79618c00315,FEDERICO VESCOVINI,IT,,17,20,16,5,6,12,1322,CAP +133,247,275,02:08,CAP +3059,1322.0,133.0,247.0,275.0,-128.0,-965.2095456031382,-0.5913078139815207,-0.7951240276628813,0.06009788296707037,0.9963784398918147,0.7132871704163107,0.7343560074329625,1.0,0.8249047636863078,1.011186040196934
2ee40fa30bbc393438e0d1edefbf340c,MATHIEU MICHAUD,CA,,29,19,18,1,9,16,1210,CAP +137,245,295,02:11,CAP +2572,1210.0,137.0,245.0,295.0,-131.0,-1147.968895800933,-1.1850897192349308,-0.7470318485703683,0.03257213504322139,1.7038660895191389,0.6152782462369704,0.21354348044563934,1.0,0.8249047636863078,0.9304278275929196
77c6f4b98327214369d73dfe8cfdfd2a,FRANCISCO GOMEZ,PR,,21,28,20,4,1,22,1315,CAP +130,244,280,01:53,CAP +1981,1315.0,130.0,244.0,280.0,-113.0,-1490.4472488642098,-0.6284191830598588,-0.831193161982266,0.018809261081296904,1.1732503522986457,1.2033317913130126,-0.7624230914660061,1.0,0.8249047636863078,0.8537974250504452
b2a976cc6b3bd968fcbc5fdf4ef3a5eb,JUN HWAN HUH,KR,,12,8,6,17,23,19,1421,CAP +244,303,245,02:38,CAP +2246,1421.0,244.0,303.0,245.0,-158.0,-1314.593054318789,-0.06644702273073858,0.539433942154354,0.8308188248348416,-0.06485303454917173,-0.26680207137709294,-0.2612883077003654,1.0,0.8249047636863078,0.9433818187916123
b993c6c57cbb780eb53ed1e5f136863b,DOUGLAS FERRACINI FERREIRA,BR,,24,11,12,12,17,13,1308,CAP +235,249,250,02:24,CAP +2987,1308.0,235.0,249.0,250.0,-144.0,-988.4753933712755,-0.6655305521381969,0.43122653919619985,0.08762363089091933,0.11201887785765935,0.19057290812649547,0.6680549128213219,1.0,0.8249047636863078,0.9622324831453744
3058984e1f27ebed797d31d21a8ddb7f,ALEXANDRE BOURQUIN,CH,,7,16,5,27,21,20,1623,CAP +234,304,215,02:28,CAP +2240,1623.0,234.0,304.0,215.0,-148.0,-1318.1142857142856,1.0044810563870188,0.4192034944230716,0.8445816987967661,-1.126084508990158,0.05989434255404165,-0.2713228225922762,1.0,0.8249047636863078,0.9800303071160519
0dae1ac6327b89994adcdc07a8e91b9d,KNUT HORTEMO,NO,,3,18,22,25,22,11,1720,CAP +219,243,230,02:36,CAP +3169,1720.0,219.0,243.0,230.0,-156.0,-931.7059009151151,1.5187385993297042,0.23885782282614793,0.005046387119372416,-0.595468771769665,-0.201462788590866,0.8298319315614411,1.0,0.8249047636863078,1.1241619604323303
e11912de3d5acf33855c550d41a1e056,PHIL WERNETTE,US,,21,11,23,8,17,17,1315,CAP +235,242,260,02:24,CAP +2491,1315.0,235.0,242.0,260.0,-144.0,-1185.2974708952227,-0.6284191830598588,0.43122653919619985,-0.00871648684255207,0.46576270267132147,0.19057290812649547,0.1071675850255013,1.0,0.8249047636863078,0.9178371078724924
3427fcdddd42714b4ef16da0f7dd933b,JUAN JOSE SÁNCHEZ,MX,,16,9,20,23,7,25,1408,CAP +241,244,240,02:10,CAP +1705,1408.0,241.0,244.0,240.0,-130.0,-1731.7161290322579,-0.13536813673336653,0.5033648078349693,0.018809261081296904,-0.2417249469560028,0.6479478876300838,-1.4499712526283721,1.0,0.8249047636863078,0.7154143670577426
89a028e388aa9997d3f60785292ae7e0,ARTURO GARCÍA DE ALBA GARCIA,MX,,20,29,12,6,14,23,1319,CAP +4,249,265,02:17,CAP +1707,1319.0,4.0,249.0,265.0,-137.0,-1729.6871704745165,-0.6072126864436656,-2.346096803396425,0.08762363089091933,0.6426346150781526,0.41926039787828967,-1.444189293825902,1.0,0.8249047636863078,0.28357474038320263
99d12e8f717194991c18e39bb38c2d31,CARLO FABRIS,IT,,18,16,14,12,24,21,1321,CAP +234,248,250,02:41,CAP +2237,1321.0,234.0,248.0,250.0,-161.0,-1319.8819848010728,-0.596609438135569,0.4192034944230716,0.07386075692899485,0.11201887785765935,-0.36481099555643326,-0.276360265696262,1.0,0.8249047636863078,0.7194551686565515
555973329b2968f690ede462935010c6,GIANNIS POLITIS,GR,,26,25,18,17,11,18,1216,CAP +131,245,245,02:14,CAP +2252,1216.0,131.0,245.0,245.0,-134.0,-1311.090586145648,-1.1532799743106408,-0.8191701172091378,0.03257213504322139,-0.06485303454917173,0.51726932205763,-0.25130726269242476,1.0,0.8249047636863078,0.5351099417428873
ff9bb59f74c6eda57f7cf087cebc93c5,LUDWIG MONTET,FR,,2,23,23,30,30,27,1721,CAP +132,242,155,CAP +50,CAP +1704,1721.0,132.0,242.0,155.0,-240.0,-1732.732394366197,1.5240402234837525,-0.8071470724360095,-0.00871648684255207,-3.248547457872131,-2.945712665612396,-1.452867321782074,1.0,0.8249047636863078,-0.3315870331572608
