hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,score_1,score_2,score_3,score_4,score_5,score_6,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
de3f573dab389b2fa99412e44295ceeb,ALINA WEIDLICH,DE,,3,1,14,1,6,5,1417,CAP +236,165,301,02:03,CAP +3207,1417.0,236.0,165.0,301.0,-123.0,-911.25,1.2376253005512265,1.5761671381850808,0.10254986987854071,1.372449676274096,0.47653498664880095,0.9423994656801107,0.816496580927726,0.8067438895381592,1.583467076348021
ebce07e0a9f31aa77607c3260f8821b2,MATILDA LARSSON,SE,,4,8,5,4,3,4,1415,CAP +133,180,248,01:58,14:58,1415.0,133.0,180.0,248.0,-118.0,-898.0,1.225667568178751,0.12341353430979381,0.5127493493927036,0.7069434288584778,0.531120895772375,0.9797108405816185,0.816496580927726,0.8067438895381592,1.3619078958532538
3bf410c4dc804e70dbc4e28653a3e3e8,EMELIE BÄCKEMALM,SE,,9,3,1,11,1,8,1219,CAP +235,205,230,01:44,CAP +2909,1219.0,235.0,205.0,230.0,-104.0,-1004.5990890340324,0.05380979567614028,1.5620627342639617,1.196415148582975,0.4809224391701546,0.6839614413183821,0.6795328349130904,0.816496580927726,0.8067438895381592,1.4404410922099324
de11390762264d1f5fdd54a8583685ac,STINE AAGAARD VANGKILDE,DK,,5,8,5,7,6,1,1414,CAP +133,180,243,02:03,14:05,1414.0,133.0,180.0,243.0,-123.0,-845.0,1.2196887019925131,0.12341353430979381,0.5127493493927036,0.6441598206117214,0.47653498664880095,1.12895634018765,0.816496580927726,0.8067438895381592,1.365432046971633
78e300ce40dbeef534750bfa5d0190ed,CATHRINE ROLNESS,NO,,1,6,14,4,14,2,1423,CAP +148,165,248,02:32,14:42,1423.0,148.0,165.0,248.0,-152.0,-882.0,1.2734984976686534,0.3349795931265832,0.10254986987854071,0.7069434288584778,0.15993671373207183,1.0247660857457035,0.816496580927726,0.8067438895381592,1.2970057491253688
b0884a3266ab3799b8bf893e59e776b4,ERIKA VALDIVIA ,MX,,2,8,11,1,11,7,1418,CAP +133,170,301,02:11,CAP +3051,1418.0,133.0,170.0,301.0,-131.0,-957.8429203539822,1.2436041667374644,0.12341353430979381,0.23928302971659499,1.372449676274096,0.38919753205108254,0.8111960000889011,0.816496580927726,0.8067438895381592,1.3754533457954277
170c98dd2909d7b63e837ebc92dd94f1,JESS KREZMIEN,US,,6,1,9,8,12,6,1324,CAP +236,175,242,02:12,CAP +3180,1324.0,236.0,175.0,242.0,-132.0,-918.9870283018869,0.6815907452311103,1.5761671381850808,0.37601618955464927,0.6316030989623701,0.37828035022636775,0.9206123589936746,0.816496580927726,0.8067438895381592,1.4278623482703308
f65f0bf4b9ea8fbf6a13f5ef4e068eab,DILAN HURTADO ,MX,,8,5,14,6,8,3,1310,CAP +151,165,244,02:06,14:55,1310.0,151.0,165.0,244.0,-126.0,-895.0,0.5978866186237809,0.37729280488994105,0.10254986987854071,0.6567165422610727,0.44378344117465657,0.9881586990498844,0.816496580927726,0.8067438895381592,1.2376347155706506
a74e31dbfbf4e3b5edfab22f4ddd8743,JAQUELINE SOUZA AMARAL CABRAL,BR,,17,8,2,12,2,11,1107,CAP +133,200,191,01:52,CAP +2566,1107.0,133.0,200.0,191.0,-112.0,-1138.884937646142,-0.6158232171824943,0.12341353430979381,1.0596819887449207,-0.00878970515454576,0.5966239867206637,0.30139022045772845,0.816496580927726,0.8067438895381592,1.0049480001680402
e73e25e6b04be60e5379cdacfb5a6c98,MARYLÁ GAMBOA,CR,,13,15,3,13,3,12,1116,CAP +130,185,153,01:58,CAP +2503,1116.0,130.0,185.0,153.0,-118.0,-1167.5504394726327,-0.5620134215063541,0.08110032254643593,0.6494825092307578,-0.4859451278298948,0.531120895772375,0.22066951967372436,0.816496580927726,0.8067438895381592,0.865860242126413
