"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","score_1","score_2","score_3","score_4","score_5","score_6","reps","time","reps","lb","time","time"
"0d24b0300ae078ab63afa2e46475d6a5","DENNIS BJÖRNSTRÖM","SE","","3","3","1","12","3","1","1623","CAP +313","359","255","02:01","12:34"
"d89680ffe801972d77b9b28e54b65998","LUIS GUILLERMO NUÑEZ HERNÁNDEZ","PR","","14","3","4","1","1","3","1419","CAP +313","304","315","01:56","13:13"
"7fc3294471b924b2b8875820bdaf5ad3","JOAQUIN RODRIGUEZ","MX","","12","1","4","5","2","6","1503","CAP +324","304","280","01:58","14:21"
"bc685b38824e5e2edce94871c7ef2d48","QUENTIN YOUNG","US","","1","6","7","18","16","2","1800","CAP +245","302","215","02:39","13:07"
"2a4416bdfcb11d6394de3f9be8968632","MARCUS JARLERUP","SE","","2","15","2","17","5","12","1722","CAP +144","344","240","02:05","14:59"
"4e2320164a63481e7baaab4334698831","ÁDÁM  KUTI","HU","","11","17","9","3","6","4","1517","CAP +133","300","290","02:08","14:06"
"6b9eedd3c38bd618c6292923a8f1caef","CAMERON  POWER ","CA","","9","14","16","2","6","5","1520","CAP +171","243","295","02:08","14:11"
"53146718a8f7bfd560772df874b3aeea","IVAN SANDOVAL","MX","","6","7","3","13","13","8","1618","CAP +236","306","245","02:23","14:34"
"312250ff6cf7da5e90e385f01fe4e16b","GONZALO HERRERA","CR","","13","5","10","4","11","11","1420","CAP +312","284","285","02:19","14:58"
"73fecc543608b3cb89650190f11c8a4c","AXEL SIIKAVUOPIO","SE","","4","7","13","13","9","7","1621","CAP +236","246","245","02:14","14:28"
"d6d93e3366de6aac1a33ef0f317fd8ca","GABOR KUSTAN","HU","","10","7","15","8","4","9","1518","CAP +236","244","270","02:04","14:39"
"f73cef0898c3a312055ab0d80e24dc67","NICOLÒ PUCCI","IT","","14","7","12","6","6","10","1419","CAP +236","248","275","02:08","14:43"
"d1c048f2e670d82ce2f36a4028037009","ABAD FCO TOSTADO ","MX","","20","2","8","10","10","15","1402","CAP +319","301","260","02:15","CAP +2519"
"cfe697ba98a052812206668b753038e5","ANTHONY PEREZ","FR","","7","7","18","13","13","17","1617","CAP +236","185","245","02:23","CAP +2477"
"3734620e6fcdd49d401fab193e36cc8b","BENJAMIN KIM","KR","","16","17","4","9","19","18","1418","CAP +133","304","265","02:49","CAP +2289"
"7661551e1db6aad1cb75802f18891199","JORGE GUASCH","CR","","21","12","11","10","12","16","1221","CAP +235","267","260","02:21","CAP +2505"
"9e74e74986e7cf96c83b27d0f9b9d5eb","KÉVIN MIOTTO","FR","","5","15","18","19","15","13","1620","CAP +144","185","205","02:34","CAP +2833"
"53882fc839bd78a20b016a1f3667cb25","PIEGAY ROMAIN","FR","","16","13","16","13","18","14","1418","CAP +211","243","245","02:46","CAP +2529"
"1f5c6b5295ae71ab86e62c3588b70a0e","LYNELL KOOLMAN","AW","","19","17","13","6","17","19","1414","CAP +133","246","275","02:42","CAP +1895"
