"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","score_1","score_2","score_3","score_4","score_5","score_6","reps","time","lb","reps","time","time"
"5ccb85a6b22e973feca98508d37d8fea","SABINE SCHNEIDER","DE","","2","1","4","5","4","1","1215","13:06","135","142","02:06","CAP +2834"
"9db508f9f828d951b3de9c3d57058118","MIA EKLÖF","SE","","3","2","4","9","3","2","1214","CAP +327","135","2","01:53","CAP +2767"
"6cae4436f1f6d11c7f30ef2408831a15","KATARINA UNGER","SE","","1","8","2","6","1","7","1312","CAP +214","150","129","01:44","CAP +1763"
"d3a9df0a42fdb0b72c2a7a037a1b413d","BRITA FRITSCH","DE","","9","4","1","10","2","4","1103","CAP +278","155","0","01:46","CAP +2223"
"20db0b8b52d8f685a55a7517cc9250aa","HELENA LUNDSTROM","SE","","5","3","9","2","6","8","1114","CAP +281","120","198","02:13","CAP +1706"
"5e48e222c1bba530ede96a3e1cce7c2c","SUSANA SANCHEZ BOTO","ES","","8","6","3","3","7","6","1106","CAP +215","140","197","02:14","CAP +1872"
"7ff27b796e5abbb4eb51504025e4836c","DANA MATT","US","","7","5","7","1","10","5","1112","CAP +277","125","200","02:18","CAP +2195"
"795d390a5f67d1c8fce785877fe18855","TRUDE WALLE","NO","","4","9","9","4","7","3","1208","CAP +212","120","196","02:14","CAP +2608"
"edfb9aecf8deb62fbfd4e3a4d8f5293c","PAOLA CERRONE","IT","","5","11","4","7","11","11","1114","CAP +210","135","81","02:20","CAP +1703"
"fc142c20e60ec3fb414df453876ce529","JULIE TRUDEAU","CA","","10","6","7","10","9","8","1013","CAP +215","125","0","02:15","CAP +1706"
"9acbbe4786cd3e6a8995e850cf7e9452","BETH GILBERT","US","","12","10","11","10","5","8","809","CAP +211","115","0","02:07","CAP +1706"
"8879b0475ab18e1bcffada2e29966acb","CHRIS MOSS","CA","","11","12","12","8","12","12","812","CAP +5","105","54","03:09","CAP +1696"
