"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","rank_7","score_1","score_2","score_3","score_4","score_5","score_6","score_7","reps","reps","reps","reps","time","time","time"
"a7f5e36d825b42ad29dc91275e218bbd","KALEN GUTIERREZ","MX","","1","4","4","6","1","3","1","260","45","233","116","04:47","02:11","08:08"
"8a236ea2fba574e0d1915bf3c1df055e","TEO MORK","NO","","4","1","5","8","2","2","2","243","66","220","87","05:16","01:42","08:54"
"de8a7c6567100fcc56c2ac8b2f1d7142","JOSE PABLO LUNA ","CR","","6","2","2","3","6","1","3","225","49","249","144","08:43","01:41","09:23"
"6a092428d482223cf561f5a982e48aff","OLIVIER DANCAUSE","CA","","3","3","5","4","3","4","4","246","47","220","120","05:41","02:12","09:44"
"687e55ffe78c4d3d7e656b1752ce8a39","VICTOR ARMANDO SUAREZ ACEVEDO","MX","","2","6","1","4","4","5","7","250","42","256","120","05:59","02:16","11:41"
"c5eed33ace34a1f1b8a4f7359935fc50","MATIAS QUESADA ZÚÑIGA","CR","","5","7","3","2","5","7","6","226","39","243","146","07:56","02:37","11:26"
"60b4967c742041619253755da40e1857","ERIK HEGNA","NO","","7","9","10","7","8","6","8","219","34","181","88","CAP +195","02:32","11:42"
"25cfe6284fbb19bcce7f10ce5afdd09e","ELLIOT RÅBESJÖ","SE","","7","12","8","1","7","12","10","219","24","211","155","CAP +226","CAP +44","CAP +121"
"bdb5a080df7b9e8548ac2c0544eb8887","JOSE GABRIEL SANCHEZ CEDENO","CR","","9","9","8","10","10","9","5","215","34","211","60","CAP +166","02:45","11:15"
"ce05477106028636bc66ed0108a55a14"," JHAVIN GALINDO ","MX","","11","8","7","11","9","8","10","200","35","213","58","CAP +171","02:44","CAP +121"
"06ff973889888a65a987da6e8269dc64","ELLIOT BIRD","SE","","11","5","11","12","12","9","9","200","43","177","57","CAP +143","02:45","CAP +133"
"1e731458e016a4339c71916b1ee1cd14","SIMON SPARELIUS","SE","","10","11","11","9","11","11","10","212","33","177","85","CAP +165","03:23","CAP +121"
"56088996a7797524ec3581c1a65d26d4","VEETI NURMELA","FI","","13","12","13","13","13","13","13","170","24","154","53","CAP +57","CAP +36","CAP +102"
