"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","score_1","score_2","score_3","score_4","score_5","score_6","reps","time","reps","lb","time","time"
"01db90230ea29631ac907f8b7d22f0c7","DAVID SANTA CRUZ BORGSTRAND","SE","","2","1","1","16","1","1","1620","CAP +295","303","225","02:04","12:52"
"cbd8e50e9811be0aae8bd2207609cf01","LIONEL BOURRIN","FR","","3","3","1","4","3","8","1619","CAP +236","303","265","02:14","CAP +2848"
"2773fd18d316203d628d7110bee7954b","HECTOR GUERRERO FATAS","ES","","4","3","11","7","4","2","1615","CAP +236","246","245","02:17","14:33"
"cbdea8eae25f892fa7f04820f7db2987","LUKANOVSKIY VALENTIN","KZ","","13","3","3","2","4","10","1418","CAP +236","302","270","02:17","CAP +2358"
"a5e6741dec6102ede8806b675da6c50f","RHIN BOURGEOIS","US","","11","10","6","6","1","3","1510","CAP +235","264","255","02:04","CAP +3207"
"5f18c923191ff448efa59d4c4a711b04","JOHANNES HORWEDEL","DE","","16","3","4","2","12","7","1417","CAP +236","301","270","02:42","CAP +2878"
"87c1c0bcbf1cc96011939dc91aba8ccf","RONNY GUDMESTAD","NO","","1","2","7","19","17","3","1622","CAP +244","261","205","03:03","CAP +3207"
"b2be85ba0c9c02459e4c9f9712eb3ce7","SCOTT FREYMOND","US","","12","3","9","11","17","5","1420","CAP +236","248","235","03:03","CAP +2974"
"8587f9b464776deddfa8ab144fcb26f6","LASZLO GION","HU","","20","3","5","16","10","13","1311","CAP +236","299","225","02:38","CAP +2211"
"49a9b9e059026d35b13bb8e17a60ec93","KANG WOO GIL","KR","","25","12","19","1","7","15","1118","CAP +193","191","275","02:23","CAP +2102"
"24a190489da9b792d88e253c7fafbf1c","STEV KURTH","DE","","13","16","8","11","11","12","1418","CAP +133","250","235","02:41","CAP +2283"
"49b8ff8c1b45cbb28e87a3183fbf2dcc","LUCA GNECCO","IT","","13","3","12","19","21","11","1418","CAP +236","245","205","03:18","CAP +2348"
"f41aadf748077e351469adbda2c7c28f","RAFAEL GUTIERREZ ALCARAZ","MX","","23","14","15","7","8","9","1208","CAP +151","243","245","02:25","CAP +2584"
"08f2d383033d977d3f26e12617e8f0db","DENNIS NEU","DE","","9","24","23","11","4","14","1515","CAP +130","185","235","02:17","CAP +2143"
"28cf72ad7975e97b5024fabde5c75773","ANDRÉ ANDERSSON","SE","","8","19","14","19","21","6","1517","CAP +132","244","205","03:18","CAP +2959"
"7801a4b31488d7b7896c108ff04dcf2e","ALEXANDROS IOAKEIMIDIS","GR","","7","13","15","19","17","17","1519","CAP +152","243","205","03:03","CAP +1706"
"596d337e3927954349bb4a04e0fe542a","CARNERO ÁLVARO","ES","","25","10","10","11","24","17","1118","CAP +235","247","235","CAP +58","CAP +1706"
"4cfd7737730db609d4a118c14552d287","KAI VAINIO","FI","","18","15","19","11","15","16","1317","CAP +138","191","235","02:54","CAP +1712"
"fcdeba4528af405a22b3c390295d1bc1","VIKTOR VAS","HU","","23","22","19","5","9","21","1208","CAP +131","191","260","02:30","CAP +1705"
"a01a950ab263c067913425b4a5cd457d","JOAMIR TERRERO","US","","21","16","15","7","16","21","1218","CAP +133","243","245","03:00","CAP +1705"
"5967dd9490d2917e751784d1cf72445e","VÍCTOR MANUEL DE LA CRUZ DIAZ","MX","","17","24","12","16","14","17","1406","CAP +130","245","225","02:51","CAP +1706"
"08e56e48f1da9e038fc776299431c767","PIERRE SEVERAC","FR","","5","22","15","23","23","17","1614","CAP +131","243","200","03:43","CAP +1706"
"4e13c39dd553d4aa21186835ec542739","THERON WHITE","CA","","22","19","19","10","13","23","1210","CAP +132","191","240","02:43","CAP +1701"
"0fb451fff6dc50efd07f1b74a4c46e86","RYAN SEAMAN","AU","","9","26","24","24","25","25","1515","CAP +24","72","175","CAP +57","CAP +1693"
"20cfcf670a3c76566357f467b7cda3f5","RETO MARGRANDNER","CH","","19","16","24","24","26","24","1313","CAP +133","72","175","CAP +51","CAP +1697"
"192fb2b7b6f68753f82a854ac9c1d766","DILLAN SIMARD","CA","","27","27","24","24","20","26","1112","CAP +3","72","175","03:12","CAP +1669"
