"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","score_1","score_2","score_3","score_4","score_5","score_6","reps","time","lb","reps","time","time"
"db1d29bda64066a9dcee485454b31122","KAJSA OJALA","FI","","13","1","1","2","1","5","1217","CAP +239","205","300","01:55","14:53"
"87b60089f2b09f3f9fd4bc1486cf1ec7","VERONIQUE ANTENS","AW","","4","7","6","8","2","1","1514","CAP +144","165","242","02:02","13:53"
"6fc171010638a013ef1a26c382cc9313","VIGDIS WICKLUND","NO","","8","3","3","3","3","10","1319","CAP +235","175","299","02:06","CAP +2931"
"afac8993a10d9629fa0901e757e7e0de","MARIA GRØDEM","GL","","7","2","6","4","7","7","1410","CAP +236","165","284","02:22","CAP +3207"
"1c054534d340771036f695945549230f","SIMONE KOHLS","DE","","3","6","17","14","5","2","1517","CAP +218","145","191","02:11","14:22"
"34406b39dbc538e132025b4334080027","ANNE MARTE SNEVE","NO","","1","11","12","14","8","6","1618","CAP +133","155","191","02:24","CAP +3296"
"279f21c1340512bdd4769a8e72c8b64b","LISA WIESLANDER","SE","","8","3","10","8","11","9","1319","CAP +235","160","242","02:30","CAP +3139"
"b61940b6b80286990ac91fb7ff385b10","HEIÐRÚN SJÖFN SIGURÐARDÓTTIR","NO","","16","16","2","8","4","8","1116","CAP +132","185","242","02:10","CAP +3145"
"ef13b13fc9d57721d9d4e3be3c36b407","AMÉLIE VERRET","CA","","13","5","12","5","12","4","1217","CAP +234","155","248","02:31","14:46"
"9d3eae39184736c991a708c6a63854e1","KATIE NADOROZNY","CA","","12","11","4","1","18","11","1314","CAP +133","170","301","03:22","CAP +2840"
"88dfc3d9b5e4d90cee34590dad13c1dd","ERICA STERNER","SE","","10","16","4","8","10","13","1317","CAP +132","170","242","02:28","CAP +2402"
"211cc1d9260750535c00804c10342b85","SUSANNE HEDBERG","SE","","5","10","10","7","14","16","1419","CAP +135","160","243","02:41","CAP +2196"
"94e9b84ece8619fdc7a7b7229d3dd175","BOGLÁRKA SZÖLLŐSI","HU","","6","9","19","13","21","3","1413","CAP +137","135","201","CAP +41","14:40"
"38d144069983ff0c27d1ead1d072762f","MEGAN PELLIZZARI","CA","","11","11","17","5","15","12","1316","CAP +133","145","248","02:51","CAP +2662"
"737fb57b3eb022aaeec42d5a33e7157d","ELINA MYLLYMÄKI","FI","","2","11","21","14","19","14","1605","CAP +133","130","191","03:50","CAP +2356"
"ec7078051ece7b0e3e7cfba1cbad26e8","KATRIN LIEBHARDT","DE","","20","16","6","12","6","17","1013","CAP +132","165","224","02:20","CAP +1706"
"c4b2374b66f02b369c8ae8ce21c6af48","SANDRA STEIN","DE","","15","11","19","17","9","15","1214","CAP +133","135","188","02:26","CAP +2307"
"ac52cc17f2202d20f9676ba8db5e860d","LIDIA DE GOMAR","ES","","21","8","12","21","16","17","1004","CAP +143","155","0","03:00","CAP +1706"
"fc27e64956a920c3f4e5b0bb938a64c9","ANNIE WYPCHLAK","US","","18","21","6","20","13","20","1108","CAP +4","165","51","02:35","CAP +1704"
"c212d15868c2229eed9463be98cb89a2","TERESA DEL CARMEN DOMÍNGUEZ CERRILLO","MX","","17","16","12","19","17","21","1111","CAP +132","155","123","03:19","CAP +1703"
"d3c32f521b1b6d01837de809cddfc688","ANDREA MURILLO","CR","","19","20","16","18","20","19","1018","CAP +131","150","162","CAP +45","CAP +1705"
